value,label
80891450221002,Freeport Middle School
70162330160001,Homewood-Flossmoor High School
80891450222003,Blackhawk Elem School
07016901025001C,Southland College Prep Chtr HS
80083140260001,West Carroll High School
80083080260001,Eastland Jr/Sr High School
80083080262003,Eastland Elementary School
80083990260002,Milledgeville High School
80083990261001,Chadwick Junior High School
80431190220003,East Dubuque High School
80431190221001,East Dubuque Jr High
80431200220002,Galena High School
80431200221001,Galena Middle School
80432050260001,Warren Jr/Sr High School
80432050262002,Warren Elementary School
80432060260003,Stockton Sr High School
80432060261001,Stockton Middle School
80432100260002,River Ridge High School
80432100261001,River Ridge Middle School
80432110260002,Scales Mound High School
80432110261001,Scales Mound Jr High School
80891450220001,Freeport High School
90100070262006,Unity West
80891450222015,Carl Sandburg Middle Sch
80891450222017,Jones-Farrar Magnet School
80892000260001,Pearl City High School
80892000261001,Pearl City Jr High School
80892010260001,Dakota Jr Sr High School
80892010262003,Dakota Elementary School
80892020260001,Lena-Winslow High School
80892020261002,Lena-Winslow Jr High School
80892030260001,Orangeville High School
80892030261001,Orangeville Jr High School
90100010260001,Fisher Jr/Sr High School
90100010262002,Fisher Grade School
90100030260001,Mahomet-Seymour High School
90100030261002,Mahomet-Seymour Jr High School
90100040260001,Centennial High School
90100070262007,Unity East
90100040260002,Central High School
90101370021003,J W Eater Jr High School
90100040261003,Edison Middle School
90100040261005,Jefferson Middle School
90100040261007,Franklin Middle School
90100040262007,Bottenfield Elem School
90100040262008,Carrie Busey Elem School
90100040262010,Dr Howard Elem School
90100040262011,Garden Hills Elem School
90100040262013,Kenwood Elem School
90100040262017,Robeson Elem School
90100040262020,Washington Elem School
90100040262021,Westview Elem School
90100040262024,South Side Elementary School
90100040262026,Stratton Elementary School
90100040262027,Vernon L Barkstall Elementary Sch
90100040262028,International Prep Academy
90100070260007,Unity High School
90100080260001,Heritage High School
90100080262001,Heritage JH and Elem Sch
90101160220001,Urbana High School
90101370022001,Broadmeadow Elem School
90101160221002,Urbana Middle School
90101160222004,M L King Jr Elem School
90101160222005,Leal Elem School
90101160222007,Dr Preston L Williams Jr Elem Sch
90101160222008,Thomas Paine Elem School
90101160222012,Yankee Ridge Elem School
90101160222013,Wiley Elementary School
90101300042001,Thomasboro Grade School
90101690041001,St Joseph Middle School
90101690042001,St Joseph Elem School
90101880042001,Gifford Grade School
90101930170001,Rantoul Twp High School
90101970041001,Prairieview-Ogden Jr High Sch
90101970042001,Prairieview-Ogden North Elem
90101970042002,Prairieview-Ogden South Elem
90103050160001,St Joseph-Ogden High School
90270050260001,GCMS High School
90270050261003,GCMS Middle School
90270050262004,GCMS Elementary School
90270100260001,Paxton-Buckley-Loda High School
90270100261002,Paxton-Buckley-Loda Jr High Sch
90270100262004,Clara Peterson Elem School
90270100262005,PBL Eastlawn
11012002C260001,Marshall High School
11012002C261002,Marshall Jr High School
11012002C262003,North Elem School
11012002C262005,South Elem School
11012003C260001,Martinsville Jr- Sr High School
11012003C262005,Martinsville Elem School
11012004C260001,Casey-Westfield Jr/Sr HS
11012004C262003,Monroe Elem School
110150010260001,Charleston High School
110150010261002,Charleston Middle School
110150010262003,Carl Sandburg Elem School
110150010262004,Jefferson Elem School
110150010262006,Mark Twain Elem School
110150010262007,Ashmore Elem School
110150020260001,Mattoon High School
110150020261003,Mattoon Middle School
110150020262015,Arland D Williams Jr Elem Sch
110150020262016,Riddle Elementary School
110150050260002,Oakland High School
110150050262001,Lake Crest Elem School
110180030260001,Neoga Jr/Sr High School
110180030262002,Neoga Elementary School
110180770260001,Cumberland High School
110180770261001,Cumberland Middle School
110180770262003,Cumberland Elem School
110213010260001,Tuscola High School
110213010261004,East Prairie Middle School
110213010262002,North Ward Elementary School
110213020260001,Villa Grove High School
110213020261001,Villa Grove Jr High School
110213020262001,Villa Grove Elem School
110213050260001,Arthur-Lovington-Atwood-Hammond
110213050262003,Arthur Grade School
110213050262004,Lovington Grade School
110213050262005,Atwood-Hammond Grade School
110213060260001,Arcola High School
110213060262002,Arcola Elementary School
110230010260001,Shiloh High School
110230010262002,Shiloh Elementary School
110230030260001,Kansas High School
110230030262002,Kansas Elem School
110230040261001,Crestwood Jr High School
110230040262001,Crestwood Elem School
110230060260001,Chrisman High School
110230060261001,Chrisman-Scottland Jr High School
110230060262003,Chrisman Elem School
110230950251001,Mayo Middle School
110230950252003,Memorial Elementary School
110230950252006,Carolyn Wenz Elem School
110238000800001,Paris Cooperative High School
110703000260004,Sullivan High School
110703000261001,Sullivan Middle School
110703000262001,Sullivan Elem School
110703020260001,Okaw Valley High School
110703020261001,Okaw Valley Middle School
110703020262001,Okaw Valley Elementary School
110870010260002,Windsor Jr & Sr High School
110870010262002,Windsor Elem School
11087003A260001,Cowden-Herrick Jr/Sr High School
11087003A262001,Cowden-Herrick Grade School
110870040260001,Shelbyville High School
110870040262002,Moulton Elementary School
110870040262003,Main Street Elementary School
110870040262006,Shelbyville Kindergarten Center
11087005A260001,Stewardson-Strasburg High School
11087005A262003,Stewardson-Strasburg Elem School
110870210260001,Central A & M High School
110870210261001,Central A & M Middle School
110870210262001,Gregory Intermediate
110870210262002,Bond Primary
120130100260002,Clay City High School
120130100261001,Clay City Jr High School
120130100262001,Clay City Elem School
120130250260001,North Clay Community High School
120130250262004,North Clay Elem/Jr High Sch
120130350260001,Flora High School
120130350261001,Floyd Henson Jr High Sch
120130350262008,Flora Elementary School
120170010260001,Hutsonville High School
120170010262002,Hutsonville Elem and Jr High Sch
120170020260001,Robinson High School
120170020261005,Nuttall Middle School
120170020262004,Lincoln Elementary School
120170020262007,Washington Elem School
120170030260001,Palestine High School
120170030262002,Palestine Grade School
120170040260001,Oblong High School
120170040262002,Oblong Elem School
120400010260001,Newton Comm High School
120400010261003,Jasper Co Jr High
120400010262002,Newton Elem School
120400010262011,Ste Marie Elem School
120510100260001,Red Hill Jr/Sr High School
120510100262005,Bridgeport Grade School
120510100262008,Sumner Attendance Center
120510200260008,Lawrenceville High School
120510200261007,Parkview Jr High School
120510200262007,Parkside Elementary School
120800010260001,Richland County High School
120800010261002,Richland County Middle School
120800010262008,Richland County Elementary School
130140010260001,Carlyle High School
130140010261001,Carlyle Junior High School
130140010262002,Carlyle Elementary School
130140030260006,Wesclin Sr High School
130140030262001,Trenton Elem School
130140030262005,New Baden Elementary School
130140030262006,Wesclin Middle School
130140120042001,Breese Elem School
130140120042002,Beckemeyer Elem School
130140210022001,Aviston Elem School
130140460022001,Willow Grove Elem School
130140570022001,Bartelso Elem School
130140600022001,Germantown Elem School
130140620022001,Damiansville Elem School
130140630022001,Albers Elem School
130140710160001,Central Comm High School
130141415022001,St Rose Elem School
130141860022001,North Wamac Grade School
130410010260001,Waltonville High School
130410010262002,Waltonville Grade School
130410020042001,Rome Comm Cons Elem School
130410030042001,Field Elementary School
130410050042002,Opdyke-Belle Rive Grade Sch
130410060042001,Grand Prairie Elem School
130410120042001,McClellan Elementary School
130410790022001,Summersville Grade School
130410800021001,Zadok Casey Middle School
130410800022002,J L Buford Intermediate Ed Ctr
130410800022008,Dr Nick Osborne Primary Center
130410820022001,Bethel Grade School
130410990042001,Farrington Elem School
130411780042001,Spring Garden Elementary School
130411780042002,Spring Garden Middle School
130412010170001,Mount Vernon High School
130412090270001,Woodlawn High School
130412090272001,Woodlawn Grade School
130413180270001,Webber High School
130413180272001,Bluford Grade School
130580010032001,Raccoon Cons Elem School
130580020032001,Kell Grade School
130580070042001,Iuka Comm Cons School
130580100042003,Selmaville Elem School
130581000260002,Patoka Sr High School
130581000261001,Patoka Jr High School
130581000262001,Patoka Elem School
130581110022004,Hawthorn Elem School
130581110022005,Franklin Park Middle School
130581330022001,Central City Elem School
130581350021001,Centralia Jr High School
130581350022003,Field Kindergarten Center
130581350022006,Jordan Elem School
130581350022007,Lincoln Elem School
130581350022008,Schiller Elem School
130582000170001,Centralia High School
130584010260001,South Central High School
130584010261001,South Central Middle School
130584010262002,South Central Elementary-Kinmundy
130585010260001,Sandoval Sr High School
130585010261002,Sandoval Jr High School
130585010262002,Sandoval Elem School
130586000160001,Salem Community High School
130587220260001,Odin Attendance Center 9-12
130587220262001,Odin Attendance Center K-8
130950010042001,Oakdale Grade School
130950100260001,Okawville Jr/Sr High School
130950100262003,Okawville Grade School
130950110042001,Irvington Elem School
130950150042001,Ashley Com Consolidated School
130950490042002,Nashville Grade School
130950990160001,Nashville Comm High School
150162990250001,Amundsen High School
15016904025201C,Betty Shabazz Internl Charter Sch
150162990250003,Bogan High School
15016904025202C,Barbara A Sizemore Campus
150162990250006,Carver Military Academy HS
24032002C021002,Mazon-Verona-Kinsman Middle Sch
150162990250011,Farragut Career Academy HS
24032002C022001,Mazon-Verona-Kinsman Elem School
150162990250012,Fenger Academy High School
280880010262001,Bradford Grade School
150162990250013,Foreman High School
560991590022004,Mokena Intermediate School
150162990250014,Back of The Yards IB HS
190220020022006,Tioga Elementary School
150162990250015,Gage Park High School
150162990250016,Harlan Community Academy HS
190220040021009,Indian Trail Jr High School
150162990250017,Harper High School
190220040022002,Army Trail Elem School
150162990250019,Hirsch Metropolitan High School
190220040022003,Fullerton Elem School
150162990250020,Hubbard High School
150162990250021,Hyde Park Academy High School
320460530021001,Bourbonnais Upper Grade Center
150162990250022,Kelly High School
150162990250023,Kelvyn Park High School
150162990250024,Kennedy High School
150162990250025,Kenwood Academy High School
150162990250026,Lake View High School
150162990250027,Lane Technical High School
150162990250029,Marshall Metropolitan High School
410570130022002,Eastwood Elem School
150162990250030,Mather High School
150162990250031,Morgan Park High School
150162990250034,Phillips Academy High School
150162990250035,Roosevelt High School
150162990250036,Schurz High School
150162990250037,Senn High School
150162990250039,King College Prep High School
56099033C042003,Goodings Grove School
150162990250041,Steinmetz College Prep HS
150162990250042,Sullivan High School
150162990250043,Taft High School
150162990250044,Tilden Career Communty Academy HS
56099033C042005,Hadley Middle School
150162990250046,Von Steuben Metro Science HS
150162990250047,Lincoln Park High School
150162990250048,Washington G High School
150162990250049,Wells Community Academy HS
56099070C042002,Oak Valley Elem School
150162990250052,Crane Medical Prep HS
190220040022004,Lake Park Elem School
150162990250053,Disney II Magnet HS
15016299025007C,Young Womens Leadership Chartr HS
190220040022005,Lincoln Elem School
15016299025009C,Ace Technical Charter High School
190220040022008,Wesley Elem School
15016299025010C,Urban Prep Chtr Acad Englewood HS
190220040022010,Stone Elem School
15016299025012C,IHSCA Charter High School
15016299025013C,Urban Prep Chtr  Bronzeville HS
200961120042001,Center Street Elem School
15016299025015C,EPIC Academy High School
200961120042002,North Side Elem School
15016299025016C,Urban Prep Chtr West Campus HS
190220040022011,Ardmore Elem School
15016299025019C,Legal Prep Academy Charter HS
190220070021004,Wood Dale Jr High School
15016299025020C,IJLA Charter High School
160194240262002,Davenport Elementary School
15016299025022C,Intrinsic Charter High School
15016299025025C,CICS - Basil Campus
190220070022002,Oakbrook Elem School
15016299025026C,CICS - Wrightwood
190220070022003,Westview Elem School
15016299025027C,CICS - Quest North Campus
190220100021001,F E Peacock Middle School
15016299025028C,Noble St Chtr-Pritzker Col Prep
190220100022002,Elmer H Franzen Intermediate Sch
15016299025029C,Noble St Chtr Rauner College Prep
15016299025030C,Noble St Chtr-Rowe-Clark MS Acad
190220100022003,Raymond Benson Primary School
15016299025031C,Noble St Chtr-Golder College Prep
560990920022004,Reed Elem School
15016299025032C,Noble St Chtr-Comer College Prep
15016299025033C,Noble St Chtr-UIC College Prep
190220110021003,Medinah Middle School
15016299025034C,Noble St Chtr-Chicago Bulls Prep
190220110022001,Medinah Intermediate School
15016299025035C,Noble St Chtr-Muchin College Prep
190220110022002,Medinah Primary School
15016299025036C,Noble St Chtr-Johnson Colg Prep
190220120021005,Roselle Middle School
15016299025037C,Noble St Chtr-Hansberry Prep Slvr
190220120022004,Spring Hills Elem School
15016299025038C,Noble St Chtr-DRW Trading Col
560990920022005,Ludwig Elem School
15016299025039C,Noble St Chtr-Butler - Crimson
190220130021001,Westfield Middle School
15016299025040C,Noble St Chtr-Baker Campus
190220130022002,Dujardin Elementary School
15016299025041C,Noble St Chtr-Noble Campus
190220130022004,Erickson Elementary School
15016299025042C,Noble St Chtr-ITW Speer Acad
560991140022002,Wilson Creek Elem Sch
15016299025043C,Noble St Chtr-The Noble Academy
190220150021004,Marquardt Middle School
15016299025044C,Noble St Chtr - Mansueto
190220150022001,G Stanley Hall Elem School
15016299025045C,Univ of Chicago Chtr - Woodson
190220150022003,Reskin Elem School
15016299025046C,North Lawndale Prep Chtr-Collins
190220150022004,Winnebago Elem School
15016299025047C,UNO Chtr - Elem Sch -Homan/Soccer
190220150022006,Black Hawk Elem School
15016299025048C,UNO Chtr - PFC Torres Campus
190220160021004,Glenside Middle School
15016299025049C,UNO Chtr - Rogers Park
190220160022001,Americana Intermediate School
15016299025050C,Perspectives Chtr - Joslin Campus
15016299025051C,Perspectives Chtr - Leadership Ac
190220160022005,Glen Hill Primary
150162990250526,Chicago Vocational Career Acad HS
190220160022006,Pheasant Ridge Primary School
15016299025052C,Perspectives Chtr - HS of Tech
190220200021001,Spring Wood Middle School
150162990250531,Dunbar Vocational Career Acad HS
190220200022002,Waterbury Elem School
150162990250533,Jones College Prep High School
150162990250534,Prosser Career Academy HS
150162990250536,Richards Career Academy HS
560991220021005,Alex M Martino Jr High School
150162990250537,Simeon Career Academy High School
15016299025053C,Perspectives Chtr -  IIT Campus
150162990250543,Corliss High School
150162990250545,Clemente Community Academy HS
15016299025054C,YCCS-Scholastic Achievement HS
160194240262004,Kingston Elementary School
15016299025055C,YCCS-Ada S McKinley-Lakeside HS
160194240262005,Genoa Elementary School
15016299025056C,YCCS-ASPIRA Pantoja Alt HS
160194250262002,Indian Creek Elementary School
15016299025057C,YCCS-Assoc Hse El Cuarto Ano HS
190220200022003,Greenbrook Elem School
15016299025058C,YCCS-Austin Career Ed Cntr HS
190220250021001,Benjamin Middle School
15016299025059C,YCCS-CCA Academy HS
190220250022002,Evergreen Elementary School
15016299025060C,YCCS-Hamilton Houston Alt HS
160194290262002,Hinckley-Big Rock Elem Sch
150162990250616,Manley Career Academy High School
150162990250617,Curie Metropolitan High School
15016299025061C,YCCS-Community Youth Dev Inst HS
160194300262003,Lynn G Haskin Elementary School
15016299025062C,YCCS-Albizu Campus Puerto Rican
190220330021006,Leman Middle School
15016299025063C,YCCS-Innovations of Arts Integr
190220330022001,Gary Elementary School
15016299025064C,YCCS-Jane Addams Alternative HS
190220330022002,Indian Knoll Elem School
15016299025065C,YCCS-Latino Youth Alternative HS
190220330022004,Pioneer Elem School
15016299025066C,YCCS-Olive Harvey Mid College HS
190220330022005,Turner Elem School
15016299025067C,YCCS-Sullivan House Alt HS
190220330022006,Currier Elementary School
15016299025068C,YCCS-Truman Middle College HS
190220330022007,Wegner Elementary School
15016299025070C,YCCS-West Town Academy Alt HS
190220340022001,Winfield Primary School
15016299025071C,YCCS-Westside Holistic Ldr Acad
160194300262004,W W Woodbury Elem School
15016299025072C,YCCS-Youth Connection Leadership
190220340022002,Winfield Central School
15016299025073C,YCCS Chtr - Chatham
160194300262006,Prairie View Elem School
15016299025074C,ASPIRA Charter - Early College Pr
190220410021009,Hadley Junior High School
15016299025075C,CICS - Bond Campus
190220410022001,Abraham Lincoln Elem School
150162990250763,Julian High School
190220410022002,Benjamin Franklin Elem School
150162990250764,Young Magnet High School
150162990250766,Robeson High School
560991220021006,Liberty Junior High School
150162990250767,Juarez Community Academy HS
15016299025076C,Univ of Chicago Chtr-Donoghue
190220410022003,Churchill Elem School
150162990250772,Chicago HS for Agricult Sciences
150162990250779,Hancock College Preparatory HS
15016299025077C,LEARN Chtr - Middle School
190220410022004,Forest Glen Elem School
150162990250788,Brooks College Prep Academy HS
15016299025078C,ASPIRA Charter - Haugan Campus
190220440021009,Glenn Westlake Middle School
150162990250794,Northside College Preparatory Hs
150162990250795,Chicago Military Academy HS
560991220022002,Haines Elem School
150162990250796,Payton College Preparatory HS
150162990250799,Hope College Prep High School
190220440022001,Butterfield Elem School
15016299025079C,Aspira Charter - Bus and Fin
190220440022005,Wm Hammerschmidt Elem School
150162990250803,Phoenix Military Academy HS
150162990250818,Spry Community Links High School
320460530022002,Shabbona Elem School
150162990250820,Chicago Academy High School
150162990250824,Bowen High School
150162990250825,North-Grand High School
150162990250826,Raby High School
560991220022004,Nelson Prairie School
150162990250827,Clark Acad Prep Magnet High Schl
320460530022003,Alan B Shepard Elem School
150162990250828,Rickover Naval Academy High Schl
150162990250829,Uplift Community High School
150162990250830,World Language High School
150162990250831,Douglass Academy High School
190220440022009,Manor Hill Elem School
150162990250832,Devry Advantage Academy High Schl
320460530022004,Noel Levasseur Elem School
150162990250833,Lindblom Math & Science Acad HS
150162990250834,Bronzeville Scholastic HS
150162990250835,School of Social Justice HS
190220440022010,Park View Elem School
150162990250836,Multicultural Acad Scholarshp HS
190220440022012,Pleasant Lane Elem School
150162990250837,Infinity Math  Science & Tech HS
320460530022005,Liberty Intermediate School
150162990250841,Collins Academy High School
560991220022005,Nelson Ridge School
150162990250843,Team Englewood Comm Acad HS
190220440022013,Madison Elementary School
150162990250844,Austin College and Career Acad HS
350500440022003,Kimes Elem School
150162990250847,Orr Academy High School
190220450021006,Jackson Middle School
150162990250848,Air Force Acad High School
560991220022008,Bentley Elem School
150162990250849,Alcott Humanities High School
560991220022014,Spencer Trail
150162990250850,Chicago Technology Academy HS
320460610021001,Bradley Central Middle School
150162990250851,Chicago HS for the Arts
190220450021007,Jefferson Middle School
150162990250855,Ogden Int High School
150162990250856,Williams Medical Prep High Sch
320460610022002,Bradley East Elem School
150162990250857,Westinghouse High School
150162990250859,Solorio Academy High School
56099157C042004,Grand Prairie Elementary School
150162990250860,South Shore Intl Col Prep HS
190220450022001,Ardmore Elem School
150162990250861,Goode STEM Academy HS
320460610022003,Bradley West Elem School
150162990250862,Chicago Excel Academy HS
160194300262007,Herman E Dummer
150162990250863,Walter Henri Dyett HS for Arts
190220450022010,North Elem School
15016299025101C,KIPP Chicago Chrtrs Create Campus
190220450022011,Schafer Elem School
15016299025102C,KIPP Chicago Chrtrs Ascend Acad
190220450022013,Westmore Elem School
15016299025103C,KIPP Chicago Chrtrs  Bloom Campus
190220450022015,York Center Elem School
15016299025105C,LEARN Chtr - Butler
190220450022016,Stevenson School
15016299025107C,Univ of Chicago Chtr-Woodlawn
190220480021003,John E Albright Middle School
15016299025201C,Chicago International Charter
190220480022001,Salt Creek Elem School
150162990252046,Jackson M Elem School
190220480022002,Stella May Swartz Elem School
150162990252048,Green  W Elem School
190220530021001,Butler Junior High School
150162990252051,Addams Elem School
190220530022002,Brook Forest Elem School
150162990252052,Agassiz Elem School
190220580021014,Herrick Middle School
150162990252053,Alcott Elem School
190220580021015,O Neill Middle School
150162990252054,Aldridge Elem School
190220580022001,Belle Aire Elem School
150162990252058,Armour Elem School
190220580022002,El Sierra Elem School
150162990252059,Armstrong G Elem IntL Studies
190220580022003,Fairmount Elem School
150162990252062,Audubon Elem School
190220580022004,Highland Elem School
150162990252063,Avalon Park Elem School
190220580022005,Hillcrest Elem School
150162990252066,Barnard Elem Comp Math & Sci Ctr
190220580022006,Indian Trail Elem School
150162990252067,Barry Elem School
190220580022007,Kingsley Elem School
150162990252068,Barton Elem School
190220580022008,Lester Elem School
150162990252069,Bass Elem School
190220580022010,Pierce Downer Elem School
15016299025206C,Locke A Elem Charter Academy
190220580022013,Whittier Elem School
150162990252070,Bateman Elem School
190220580022014,Henry Puffer School
150162990252072,Nicholson Tech Acad Elem Sch
190220600021001,Westview Hills Middle School
150162990252078,Beaubien Elem School
190220600022001,Holmes Elem School
150162990252079,Beethoven Elem School
190220600022002,Maercker Elem School
150162990252080,Beidler Elem School
190220610021004,Eisenhower Jr High School
150162990252081,Belding Elem School
190220610022001,Mark DeLay School
150162990252082,Bell Elem School
190220610022002,Lace Elem School
150162990252083,Bennett Elem School
190220620021001,Gower Middle School
150162990252086,Black Magnet Elem School
190220620022002,Gower West Elem School
150162990252087,Blaine Elem School
190220630021001,Cass Jr High School
150162990252088,Bond Elem School
190220630022002,Concord Elem School
150162990252089,Boone Elem School
190220660021001,Lakeview Jr High School
150162990252090,Bradwell Comm Arts & Sci Elem Sch
190220660022002,Elizabeth Ide Elem School
150162990252092,Haley Elem Academy
190220660022004,Prairieview Elementary School
150162990252093,Brennemann Elem School
190220680021001,Thomas Jefferson Jr High School
150162990252094,Brentano Elem Math & Science Acad
190220680022001,Edgewood Elem School
150162990252095,Bridge Elem School
190220680022002,Goodrich Elem School
150162990252096,Bright Elem School
190220680022003,Meadowview Elem School
150162990252097,Brown  W Elem School
190220680022004,Willow Creek Elem School
150162990252098,Brownell Elem School
190220680022005,William F Murphy Elem School
150162990252100,Bouchet Elem Math & Science Acad
190220680022006,John L Sipley Elem School
150162990252101,Budlong Elem School
190220890042001,Arbor View Elem School
150162990252102,Burbank Elem School
190220890042002,Briar Glen Elem School
150162990252103,Burke Elem School
190220890042004,Park View Elem School
150162990252104,Burley Elem School
190220890042006,Westfield Elem School
150162990252105,Burnham Elem Inclusive Academy
190220930041004,Stratford Middle School
150162990252106,Castellanos Elem School
190220930042001,Carol Stream Elem School
150162990252107,Burnside Elem Scholastic Academy
190220930042004,Roy De Shane Elementary School
150162990252108,Burr Elem School
190220930042006,Western Trails Elem School
150162990252109,Burroughs Elem School
190220930042007,Elsie C Johnson Elem Sch
150162990252110,Brunson Math & Sci Specialty Elem
190220930042009,Jay Stream Middle School
150162990252112,Byrne Elem School
190220930042010,Heritage Lakes Elem School
150162990252113,Caldwell Elem Acad of Math & Sci
190220930042011,Cloverdale  Elem School
150162990252118,Cameron Elem School
190221800042002,Anne M Jeans Elem School
150162990252119,Canty Elem School
190221810041002,Hinsdale Middle School
150162990252120,Carnegie Elem School
190221810041003,Clarendon Hills Middle School
150162990252122,Carroll Elem School
190221810042001,Elm Elem School
150162990252123,Carter Elem School
190221810042003,Madison Elem School
150162990252126,Cassell Elem School
190221810042004,Monroe Elem School
150162990252127,Cather Elem School
190221810042006,Oak Elem School
150162990252128,Chalmers Elem Specialty School
190221810042007,Prospect Elem School
150162990252129,Chappell Elem School
190221810042008,The Lane Elem School
150162990252130,Chase Elem School
190221810042009,Walker School
150162990252132,Clay Elem School
200962000260001,Cisne High School
150162990252133,Cleveland Elem School
200962000261001,Cisne Middle School
150162990252134,Clinton Elem School
200962000262002,Mount Erie Elem School
150162990252135,Clissold Elem School
200962000262003,Johnsonville Elem School
150162990252136,Coles Elem Language Academy
200970030260001,Norris City-Omaha-Enfield H S
150162990252138,Columbus Elem School
210440430032001,Buncombe Cons School
150162990252139,Cook Elem School
200970030262002,Norris City-Omaha Elem School
150162990252141,Coonley Elem School
210440550022001,Vienna Elem School Dist 55
150162990252142,Cooper Elem Dual Language Academy
200970030262003,Booth Elementary School
150162990252145,Corkery Elem School
200970050260001,Carmi-White County High School
150162990252147,Crown Elem Comm Acd Fine Arts Ctr
200970050261007,Carmi White Cnty Jr High Sch
150162990252148,Darwin Elem School
200970050262005,Jefferson Attendance Center
150162990252149,Davis N Elem School
200970050262006,Lincoln Attendance Center
15016299025214C,Asian Human Srvcs-Passage Chrtr
200970050262007,Washington Attendance Center
150162990252150,Dawes Elem School
210280470041002,Benton Grade Sch 5-8
150162990252153,Deneen Elem School
210280470042001,Benton Grade Sch K-4
150162990252154,Dett Elem School
210280910042001,Akin Comm Cons Elem School
150162990252155,Chopin Elem School
210440640022001,Cypress Elem School
150162990252158,Dever Elem School
24032024C042001,Nettle Creek Elem School
150162990252159,Dewey Elem Academy of Fine Arts
240320540021006,Shabbona Middle School
150162990252160,Disney Elem Magnet School
240320540022004,White Oak Elementary
150162990252161,Dixon Elem School
24032060C042001,Saratoga Elem School
150162990252167,Dore Elem School
24032072C042001,Gardner Elem School
150162990252169,Drake Elem School
240320750022001,Braceville Elem School
150162990252172,Drummond Elem School
240322010042001,Minooka Elem School
150162990252173,Dubois Elem School
240322010042002,Minooka Intermediate School
150162990252175,Dulles Elem School
240322010042003,Walnut Trails Elem School
150162990252177,Dunne Technology Acad Elem Sch
240322010042004,Aux Sable
150162990252179,Dvorak Technology Acad Elem Sch
240322010042005,Jones Elementary School
15016299025217C,Chicago Math & Sci Elem Charter
150162990252180,Earle Elem School
240470660042001,Newark Elem School
150162990252181,Eberhart Elem School
240470900042001,Lisbon Grade School
150162990252182,Ebinger Elem School
260290010262001,Astoria Elem School
150162990252183,Edgebrook Elem School
260290020260001,V I T Sr High School
150162990252184,Edison Elem Regional Gifted Cntr
260290020261001,V I T Jr High School
150162990252185,Edwards Elem School
260290020262006,V I T Elementary School
150162990252187,Ellington Elem School
300020010222004,Cairo Elementary School
15016299025218C,Namaste Elem Charter School
300020050260001,Egyptian Sr High School
150162990252190,Ericson Elem Scholastic Academy
300020050261001,Egyptian Jr High School
150162990252191,Esmond Elem School
300020050262002,Egyptian Elem School
150162990252192,Everett Elem School
300390860032001,DeSoto Elementary School
150162990252193,Evers Elem School
300390950021004,Carbondale Middle School
150162990252194,Falconer Elem School
300390950022003,Thomas Elementary School
150162990252195,Faraday Elem School
300390950022005,Parrish Elem School
150162990252198,Farnsworth Elem School
300390950022008,Lewis School
15016299025219C,Erie Elem Charter School
300391300042001,Giant City Elem School
150162990252202,Fernwood Elem School
300391400042001,Unity Point Elem School
150162990252203,Field Elem School
300391760261001,Trico Jr High School
150162990252204,Fiske Elem School
300391760262008,Trico Elementary School
150162990252206,Fort Dearborn Elem School
300391960260001,Elverado High School
150162990252207,Franklin Elem Fine Arts Center
300391960261002,Elverado Junior High School
150162990252209,Fuller Elem School
300391960262003,Elverado Primary School
150162990252210,Fulton Elem School
300391960262004,Elverado Intermediate School
150162990252211,Funston Elem School
300730050022001,Tamaroa Elem School
150162990252212,Gale Elem Community Academy
300730500022001,Pinckneyville Elem School
150162990252213,Gallistel Elem Language Academy
300730500022002,Pinckneyville Middle School
150162990252214,Garvy  J Elem School
320462580042001,St George Elem School
150162990252215,Gary Elem School
300771010262005,Meridian Elementary School
15016299025221C,Legacy Elem Charter School
300910160042001,Lick Creek Elem School
150162990252220,Goethe Elem School
300910170220001,Cobden High School
150162990252222,Owens Community Academy ES
300910170221001,Cobden Jr High School
150162990252223,Goudy Technology Academy
300910170222002,Cobden Elem School
150162990252224,Graham  A Elem School
300910370041001,Anna Junior High School
150162990252226,Gray Elem School
300910370042002,Davie Elem School
150162990252227,Greeley Elem School
300910370042003,Lincoln Elem School
150162990252229,Greene N Elem School
300910430042001,Jonesboro Elem School
150162990252230,Gregory Math & Sci Elem Academy
320462590042001,Lorenzo R Smith Elem School
150162990252231,Gresham Elem School
330482020261002,Knoxville Jr High School
150162990252232,Grimes Elem School
330482020262002,Mable Woolsey Elem School
150162990252235,Haines Elem School
330942380260001,Monmouth-Roseville High Sch
150162990252236,Gillespie Elem School
330942380261001,Monmouth-Roseville Jr High Sch
150162990252239,Hale Elem School
330942380262001,Harding Primary School
150162990252240,Hamilton Elem School
330942380262002,Lincoln Early Childhood School
150162990252241,Hamline Elem School
330942380262005,Central Intermediate School
150162990252242,Hammond Elem School
340490010021003,North Prairie Jr High
150162990252244,Harte Elem School
340490010022002,Westfield  School
150162990252246,Harvard Elem School
340490030041006,Beach Park Middle School
150162990252247,Haugan Elem School
340490030042002,Oak Crest School
150162990252249,Hawthorne Elem Scholastic Academy
340490030042004,Howe Elementary School
15016299025224C,Providence-Englewood Elem Charter
340490030042005,Newport Elem School
150162990252252,Hayt Elem School
340490030042006,Kenneth Murphy School
150162990252254,Healy Elem School
340490060021001,Zion Central Middle School
150162990252255,Hearst Elem School
340490060022002,East Elementary School
150162990252256,Hedges Elem School
340490060022005,Shiloh Park Elem School
150162990252257,Hefferan Elem School
340490060022006,West Elementary School
150162990252258,Henderson Elem School
