value,label
190222030261012,Madison Jr High School
190222030261013,Kennedy Junior High School
190222030262002,Ellsworth Elem School
190222030262003,Elmwood Elem School
190222030262004,Highlands Elem School
190222030262005,Mill Street Elem School
190222030262006,Naper Elem School
190222030262007,Prairie Elem School
190222030262008,Maplebrook Elem School
190222030262012,Beebe Elem School
190222030262013,Steeple Run Elem School
190222030262014,Scott Elementary School
190222030262015,Ranch View Elementary School
190222030262016,River Woods Elementary School
190222030262017,Meadow Glens Elementary School
190222030262018,Kingsley Elementary School
190222040261001,Thayer J Hill Middle School
190222040260001,Waubonsie Valley High School
200960060042001,New Hope Elem School
190222040260002,Neuqua Valley High School
200960140042001,Geff Elem School
190222040260005,Metea Valley High School
200960170042001,Jasper Elem School
190222040261002,Gordon Gregory Middle School
190222040261003,Francis Granger Middle School
190222040261004,Clifford Crone Middle School
190222040261005,Still Middle School
190222040261006,Scullen Middle School
190222040261007,Fischer Middle School
190222040262002,Longwood Elem School
190222040262005,Robert Clow Elem Sch
190222040262006,Brookdale Elementary School
190222040262007,Georgetown Elementary School
190222040262008,McCarty Elementary School
190222040262009,Spring Brook Elementary School
190222040262010,May Watts Elementary School
190222040262012,Reba O Steck Elementary School
190222040262013,Patterson Elementary School
190222040262015,Gwendolyn Brooks Elementary
190222040262016,White Eagle Elementary
190222040262017,V Blanche Graham Elementary
190222040262018,Mary Lou Cowlishaw Elementary
190222040262019,Oliver Julian Kendall Elem School
190222040262020,Peter M Gombert Elementary Sch
190222040262021,Nancy Young Elementary School
190222040262022,Arlene Welch Elementary School
190222040262023,Wayne Builta Elementary School
190222040262024,Fry Elementary School
190222040262025,Owen Elementary School
190222040262026,Danielle-Joy Peterson Elem Sch
190222050261001,Bryan Middle School
190222050260003,York Comm High School
200300070261001,Gallatin Junior High School
190222050261002,Churchville Middle School
190222050261012,Sandburg Middle  School
190222050262002,Edison Elem School
190222050262003,Conrad Fischer Elem School
190222050262004,Emerson Elem School
190222050262005,Field Elem School
190222050262006,Hawthorne Elem School
190222050262007,Jackson Elem School
190222050262008,Jefferson Elem School
190222050262009,Lincoln Elem School
200240010260005,Edwards County High School
200240010262001,Albion Grade School
200240010262004,West Salem Grade School
200300070260001,Gallatin High School
200330100260002,Hamilton County Jr/Sr High School
200330100262002,Dahlgren Elem School
200350010260003,Hardin County High School
200350010261001,Hardin County Jr High School
200830010260001,Galatia High School
200830010261001,Galatia Jr High
200830020260001,Carrier Mills-Stonefort H S
200830020262002,Carrier Mills-Stonefort Elem Sch
200830030260001,Harrisburg High School
200830030261002,Harrisburg Middle School
200830040260001,Eldorado High School
200830040261002,Eldorado Middle School
200933480260001,Mount Carmel High School
200933480261003,Mt Carmel Middle School
200961000260001,Wayne City High School
200961000262005,Wayne City Attendance Center
200962250160001,Fairfield Comm High School
210281680262003,Denning Elementary School
200970010260003,Grayville Jr Sr High School
200970010262002,Wells Elementary School
210280990260001,Christopher High
210280990262001,Christopher Elem School
210281030130001,Benton Cons High School
210281150042001,Ewing-Northern Elem School
210281680260001,Frankfort Comm High School
210281680261002,Central Jr High School
210281680262004,Frankfort Intermediate School
210281740260001,Thompsonville High School
210281740262001,Thompsonville Grade  School
210281880260001,Zeigler-Royalton High School
210281880261001,Zeigler-Royalton Jr High School
210281880262003,Zeigler-Royalton Elem School
210281960260001,Sesser-Valier High School
210281960261001,Sesser-Valier Jr High School
210281960262001,Sesser-Valier Elem School
210440010260001,Goreville High School
210440010262001,Goreville Elementary School
210440320032003,New Simpson Hill Dist 32
210441330170001,Vienna High School
210610010262001,Jefferson Elem School
210610010260001,Massac County High School
210610010261001,Massac Jr High School
210610010262002,Franklin Elem School
210610010262003,Metropolis Elem School
210610010262006,Unity Elem School
210610010262010,Brookport Elementary School
210610380260001,Joppa Jr & Sr High School
210610380262001,Maple Grove Elem School
211000010260001,Johnston City High School
211000010262002,Washington Middle School
211000010262003,Jefferson Elem School
211000010262004,Lincoln Elem School
211000020260001,Marion High School
211000020261002,Marion Jr High School
211000020262003,Adams School
211000020262004,Jefferson Elem School
211000020262005,Lincoln Elem School
211000020262007,Longfellow Elem School
211000020262010,Washington Elem School
211000030260001,Crab Orchard High School
211000030262001,Crab Orchard Elementary School
211000040260001,Herrin High School
211000040261001,Herrin Middle School
211000040262008,North Side Primary Center
211000040262010,Herrin C U S D 4 Elem School
211000050260001,Carterville High School
211000050261001,Carterville Jr High Sch
211000050262001,Tri-C Elementary School
211000050262006,Carterville Intermediate Sch
240320010260001,Coal City High School
240320010261002,Coal City Middle School
240320010262003,Coal City Elem School
240320010262004,Coal City Intermediate School
240320010262005,Coal City Early Childhood Center
240320730170001,Gardner-South Wilmington Twp H S
240320740032001,South Wilmington Grade School
240321010160001,Morris Community High School
240470880262002,P H Miller Elem School
240321110160001,Minooka Community High School
240322010041002,Minooka Jr High School
240470180160001,Newark Comm High School
240470660041001,Millbrook Junior High School
240470880260001,Plano High School
240470880261001,Plano Middle School
240470880262003,Centennial Elem School
240470880262004,Emily G Johns School
240471150260001,Yorkville High School
240471150261001,Yorkville Middle School
240471150262002,Circle Center Grade School
240471150262003,Yorkville Grade School
240471150262004,Bristol Grade School
240471150262005,Yorkville Intermediate School
240471150262007,Grande Reserve Elem Sch
240471150262008,Bristol Bay Elem Sch
240471150262009,Autumn Creek Elem Sch
240473080261002,Traughber Jr High School
240473080260001,Oswego High School
240473080262003,East View Elem School
240473080260002,Oswego East High School
260290010261001,Astoria Junior High School
240473080261003,Thompson Jr High School
240473080261004,Bednarcik Junior High School
240473080261005,Plank Junior High
240473080261006,Murphy Junior High School
240473080262004,Boulder Hill Elem School
240473080262005,Long Beach Elem School
240473080262006,Old Post Elementary School
240473080262007,The Wheatlands Elementary School
240473080262008,Fox Chase Elementary School
240473080262009,Homestead Elementary School
240473080262010,Lakewood Creek Elementary
240473080262011,Prairie Point Elem School
240473080262012,Churchill Elem School
240473080262013,Wolfs Crossing Elem School
240473080262014,Grande Park Elem Sch
240473080262015,Southbury Elem School
240473080262016,Hunt Club Elem
260290010260001,Astoria High School
260290030260001,Cuba Sr High School
260290030261001,Cuba Middle School
260290030262003,Cuba Elem School
260290040260001,Spoon River Valley Sr High Sch
260290040262005,Spoon River Valley Elem School
260290660250001,Canton High School
260290660251002,Ingersoll Middle School
260290660252003,Westview Elementary School
260290660252008,Lincoln Elementary School
260290660252009,Eastview Elementary School
260290970260001,Lewistown Jr/Sr High School
260290970262002,Central Elem School
260343070160001,Illini West High School
260343160260001,Warsaw Sr High School
260343160262003,Warsaw Elem School
260343170041006,Carthage Middle School
260621030260001,West Prairie High School
260621030261001,West Prairie Middle School
260621030262001,West Prairie North Elementary
260621030262002,West Prairie South Elementary
260621700260001,Bushnell-Prairie City High Sch
260621700261002,Bushnell-Prairie City Jr High Sch
260621700262003,Bushnell-Prairie City Elem Sch
260621850260001,Macomb Senior High School
260621850261001,Macomb Junior High School
260621850262004,Lincoln Elem School
260621850262008,Edison Elementary School
260850050260001,Rushville-Industry High School
260850050261002,Schuyler Industry Middle Sch
260850050262001,Washington Elem School
260850050262002,Webster Elem School
280060170042001,Ohio Com Cons Grade School
280061030220001,DePue High School
280061030222001,DePue Elem School
280063030260001,La Moille High School
280063030262003,Van Orin Elem School
280063030262004,Allen Junior High School
280063400260001,Bureau Valley High School
280063400261001,Bureau Valley South
280063400262001,Bureau Valley North
280065000150001,Princeton High School
280372230262002,C R Hanna Elem School
280065020170001,Hall High School
280065050160001,Ohio Community High School
280372230260001,Orion High School
280372230261003,Orion Middle School
280372240260001,Galva Jr-Sr High School
280372240262004,Galva Elem School
280372250260001,AlWood  Middle/High School
280372250262003,AlWood Elem School
280372260260001,Annawan High School
280372260262002,Annawan Grade School
280372270260002,Cambridge Jr/Sr High School
280372270262001,Cambridge Comm Grade School
280372280260001,Geneseo High School
280372280261002,Geneseo Middle School
280372280262003,Millikin Elem School
280372280262004,Northside Elem School
280372280262005,Southwest Elem School
280372290260001,Kewanee High School
280372290261001,Central Junior High
280372290262002,Central Elem
280372290262004,Belle Alexander Elem School
280372290262005,Irving Elem School
280372290262007,Neponset Grade School
280372300260002,Wethersfield Jr/Sr High School
280372300262001,Wethersfield Elem School
280880010261001,Bradford Jr High School
280881000260001,Stark County High School
280881000261001,Stark County Junior High School
280881000262002,Stark County Elem Sch
300020010220001,Cairo Jr/Sr High School
300391650160001,Carbondale Comm H S
300391760260001,Trico Senior High School
300391860260001,Murphysboro High School
300391860261002,Murphysboro Middle School
300391860262009,Carruthers Elementary School
300391860262010,Gen John A Logan Attendance Cntr
300731010160001,Pinckneyville Comm High School
300732040042001,Community Cons School
300733000260001,Duquoin High School
300733000262002,Duquoin  Middle School
300733000262003,Duquoin  Elementary School
300771000260001,Century Jr/Sr High School
300771000262004,Century Elementary School
300771010260001,Meridian High School
300910660220001,Dongola High School
300910660221001,Dongola Jr High School
300910660222001,Dongola Elementary School
300910810160001,Anna-Jonesboro High School
300910840260001,Shawnee High School
300910840261002,Shawnee Jr High School
300910840262005,Shawnee Elementary School
310450460220001,Elgin High School
310450460220002,Larkin High School
320380040262003,Chebanse Elem School
310450460220003,Streamwood High School
320380060260001,Cissna Park Sr High School
310450460220004,Bartlett High School
320380060261001,Cissna Park Jr High School
310450460220005,South Elgin High School
320380060262001,Cissna Park Elementary School
310450460221003,Abbott Middle School
310450460221004,Eastview Middle School
310450460221005,Ellis Middle School
310450460221006,Kimball Middle School
310450460221007,Larsen Middle School
310450460221008,Tefft Middle School
310450460221009,Kenyon Woods Middle School
310450460221045,Canton Middle School
310450460222006,Lincoln Elementary School
310450460222007,Hilltop Elementary School
310450460222008,Timber Trails Elementary School
310450460222009,Bartlett Elem School
310450460222010,Century Oaks Elem School
310450460222011,Channing Memorial Elem School
310450460222012,Clinton Elem School
310450460222013,Coleman Elem School
310450460222015,Garfield Elem School
310450460222016,Harriet Gifford Elem School
310450460222017,Glenbrook Elem School
310450460222019,Hanover Countryside Elem School
310450460222020,Highland Elem School
310450460222021,Hillcrest Elem School
310450460222022,Huff Elem School
310450460222024,Laurel Hill Elem School
310450460222025,Lowrie Elem School
310450460222026,McKinley Elem School
310450460222027,Oakhill Elem School
310450460222028,Ontarioville Elem School
310450460222029,Parkwood Elem School
310450460222031,Ridge Circle Elem School
310450460222032,Ronald D O Neal
310450460222034,Sunnydale Elem School
310450460222036,Washington Elem School
310450460222037,Wayne Elem School
310450460222038,Willard Elem School
310450460222042,Heritage Elem School
310450460222043,Horizon Elem School
310450460222044,Lords Park Elem School
310450460222047,Centennial School
310450460222048,Prairieview Elementary School
310450460222049,Sycamore Trails Elementary School
310450460222050,Fox Meadow Elementary School
310450460222051,Spring Trail Elementary School
310450460222052,Creekside Elem
310450460222053,Nature Ridge Elem School
310450460222054,Liberty Elem School
310450460222055,Hawk Hollow Elem School
310450460222056,Otter Creek Elem School
310451010220001,Batavia Sr High School
320380090262003,Wanda Kendall Elem School
310451010221002,Sam Rotolo Middle Sch
310451010222003,Alice Gustafson Elem School
310451010222005,J B Nelson Elem School
310451010222006,Louise White Elem School
310451010222007,H C Storm Elem School
310451010222009,Grace McWayne Elementary School
310451010222010,Hoover Wood Elem School
310451290221003,Jefferson Middle School
310451290220001,West Aurora High School
320380090262004,Nettie Davis Elem School
310451290221004,Washington Middle School
310451290221005,Jewel Middle School
310451290221006,Herget Middle School
310451290222005,Freeman Elem School
310451290222006,Goodwin Elem School
310451290222007,Greenman Elem School
310451290222008,Hall Elem School
310451290222009,Hill Elem School
310451290222011,McCleery Elem School
310451290222012,Nicholson Elem School
310451290222014,Schneider Elem School
310451290222015,Smith Elem School
310451290222017,Fearn Elementary School
310451310221002,C F Simmons Middle School
310451310220001,East High School
320380100262002,Iroquois West Elem School/Gilman
310451310221003,K D Waldo Middle School
310451310221004,Henry W Cowherd Middle School
310451310222004,Olney C Allen Elem School
310451310222005,C M Bardwell Elem School
310451310222006,W S Beaupre Elem School
310451310222007,L D Brady Elem School
310451310222008,G N Dieterich Elem School
310451310222009,John Gates Elem School
310451310222010,Nicholas A Hermes Elem School
310451310222011,C I Johnson Elem School
310451310222012,Rose E Krug Elem School
310451310222013,Oak Park Elem School
310451310222014,Mabel O Donnell Elem School
310451310222015,Edna Rollins Elem School
310451310222016,Fred Rodgers Magnet Acad
310451310222017,Anne G Benavides Kindergarten Ctr
310453000260002,Dundee-Crown High School
320380100262003,Iroquois West Elem Sch/Danforth
310453000260003,Hampshire High School
320380100262004,Iroquois West Elem Sch/Thawville
310453000260004,Harry D Jacobs High School
320382490262001,Crescent City Grade School
310453000261001,Carpentersville Middle School
310453000261004,Algonquin Middle School
310453000261005,Dundee Middle School
310453000261008,Hampshire Middle School
310453000262001,Algonquin Lakes Elem Sch
310453000262002,Liberty Elementary School
310453000262003,Lincoln Prairie Elem School
310453000262009,Dundee Highlands Elem School
310453000262010,Eastview Elem School
310453000262012,Golfview Elem School
310453000262013,Hampshire Elem School
310453000262015,Lake in the Hills Elem School
310453000262016,Meadowdale Elem School
310453000262018,Parkview Elementary School
310453000262019,Sleepy Hollow Elem School
31045300026201C,Cambridge Lakes Charter School
310453000262020,Kenneth E Neubert Elem School
310453000262021,Perry Elementary School
310453000262022,Lakewood School
310453000262023,Westfield Community School
310453000262025,Gary D Wright Elem Sch
310453000262026,Gilberts Elem Sch
310453010260001,Central High School
310453030262002,Davis Primary School
310453010261001,Central Middle School
310453010261002,Prairie Knolls Middle Sch
310453010262003,Howard B Thomas Grade School
310453010262004,Lily Lake Grade School
310453010262006,Prairie View Grade School
310453010262007,Country Trails Elem
310453020260001,Kaneland Senior High School
310453020261001,Harter Middle School
310453020262007,Kaneland John Shields Elem Sch
310453020262008,Kaneland John Stewart Elem Sch
310453020262009,Kaneland Blackberry Creek Elem
310453020262010,Kaneland McDole Elem School
310453030260011,St Charles East High School
320380030261001,Donovan Jr High School
310453030260012,St Charles North High School
320380030262002,Donovan Elem School
310453030261010,Haines Middle School
310453030261011,Thompson Middle School
310453030261012,Wredling Middle School
310453030262001,Anderson Elem School
310453030262003,Lincoln Elem School
310453030262005,Munhall Elem School
310453030262006,Richmond Intermediate Sch
310453030262008,Wasco Elem School
310453030262009,Wild Rose Elem School
310453030262010,Ferson Creek School
310453030262011,Fox Ridge School
310453030262012,Bell-Graham Elementary School
310453030262013,Corron Elementary School
310453030262014,Norton Creek Elementary School
310453040260001,Geneva Community High School
310453040261002,Geneva Middle Sch South
310453040261003,Geneva Middle Sch North
310453040262001,Heartland Elementary School
310453040262003,Williamsburg Elem School
310453040262004,Harrison Street Elem School
310453040262006,Western Avenue Elem School
310453040262007,Mill Creek School
310453040262008,Fabyan Elementary School
320380030260001,Donovan Sr High School
320380040260001,Central High School
320380040261002,John L Nash Middle School
320380090260001,Watseka Comm High School
320380090261002,Glenn Raymond Middle School
320380100260001,Iroquois West High School
320380100261001,Iroquois West Middle School
320381240260001,Milford High School Campus
320381240262001,Milford Grade School West Campus
320460010260003,Momence High School
320460010261002,Momence Jr High School
320460010262004,Je-Neir Elem School
320460020260001,Herscher High School
320460020262002,Herscher Intermediate Sch
320460020262003,Limestone Middle Sch
320460020262004,Bonfield Grade School
320460050260005,Manteno High School
320460050261004,Manteno Middle School
320460050262003,Manteno Elem School
320460060260001,Grant Park High School
320460060262002,Grant Park Elem School
320461110250014,Kankakee High School
320461110251008,Kankakee Junior High School
320461110252003,Edison Primary School
320461110252009,Steuben Elementary School
320461110252010,Taft Primary School
320461110252011,Mark Twain Primary School
320461110252013,Lincoln Cltrl Ctr-Montessori Elem
320461110252015,John Kennedy Middle Grade School
320461110252016,King Middle Grade School
320462560042001,St Anne Elem School
320463020160001,St Anne Comm High School
330362350262001,West Central Elementary School
320463070160001,Bradley-Bourbonnais C High School
330482020260001,Knoxville Sr High School
330362350260001,West Central High School
330362350261001,West Central Middle School
330482050260023,Galesburg High School
330482080262001,R O W V A  Elem School
330482050261021,Churchill Jr High School
330482050261022,Lombard Jr High School
330482050262015,Silas Willard Elem School
330482050262017,King School
330482050262018,Gale School
330482050262020,Nielson Elementary School
330482050262021,Steele School
330482080260001,R O W V A Jr and  Sr High School
330482100260001,Williamsfield High School
330482100261001,Williamsfield Middle School
330482100262003,Williamsfield Elem School
330482760260001,Abingdon-Avon High Sch
330482760261001,Abingdon-Avon Middle Sch
330482760262001,Hedding Grade Sch
330482760262002,Avon Elem Sch
330664040260001,Mercer County High School
330664040261001,Mercer County Jr High School
330664040262001,Apollo Elem School
330664040262002,New Boston Elem School
330664040262003,Mercer County Intermediate School
330943040260001,United High School
330943040261001,United Jr High Sch
330943040262001,United Elem Sch - North
330943040262002,United Elem Sch - West
340490600260022,Waukegan High School
350590070262001,Midland Elementary School
340490600261001,Jack Benny Middle School
340490600261002,Thomas Jefferson Middle School
340490600261003,Daniel Webster Middle School
340490600261004,Robert E Abbott Middle School
340490600261005,Miguel Juarez Middle School
340490600262004,Carman-Buckner Elem School
340490600262005,John S Clark Elem School
340490600262006,Andrew Cooke Magnet Elem School
340490600262007,Clearview Elem School
340490600262008,Glen Flora Elem School
340490600262009,Glenwood Elementary School
340490600262010,Greenwood Elem School
340490600262011,Hyde Park Elem School
340490600262013,Little Fort Elem School
340490600262014,Lyon Magnet Elementary School
340490600262015,H R McCall Elem School
340490600262016,North Elem School
340490600262017,Oakdale Elem School
340490600262018,Washington Elem School
340490600262021,Whittier Elem School
340490950260001,Lake Zurich High School
350785350262004,Putnam County Elem School
340490950261002,Lake Zurich Middle - N Campus
340490950261003,Lake Zurich Middle - S Campus
340490950262003,Seth Paine Elem School
340490950262005,May Whitney Elem School
340490950262006,Sarah Adams Elementary School
340490950262007,Isaac Fox Elementary School
340490950262008,Spencer Loomis Elementary School
340490960041002,Twin Groves Middle School
340491130170001,Deerfield High School
350785350262006,Putnam Co Primary Sch
340491130170002,Highland Park High School
340491140021001,Stanton School
340491150160001,Lake Forest High School
340491160262001,Raymond Ellis Elem School
340491160260006,Round Lake Senior High School
340491160262007,Pleviak Elem School
340491160261003,Round Lake Middle School
340491160261004,Magee Middle School
340491160262002,Indian Hill Elem School
340491160262004,Round Lake Beach Elem School
340491160262005,W J Murphy Elem School
340491160262006,Village Elementary School
340491170160001,Antioch Comm High School
390550010262002,Argenta-Oreana Elementary School
340491170160002,Lakes Community High School
340491180261003,Wauconda Middle School
340491180260005,Wauconda High School
340491870262002,Forrestal Elem School
340491180261004,Matthews Middle School
340491180262001,Wauconda Grade School
340491180262005,Robert Crown School
340491180262007,Cotton Creek School
340491200130001,Mundelein Cons High School
340491870262008,A J Katzenmaier Academy
340491210170001,Warren Township High School
340491870262009,North Elementary School
340491240160001,Grant Community High School
340491870262013,Howard A Yeager Elem Sch
340491250130001,Adlai E Stevenson High School
390550030261001,Mt Zion Jr High School
340491260170001,Zion-Benton Twnshp Hi Sch
390550030262004,McGaughey Elem School
340491260170002,New Tech High - Zion-Benton East
340492200261003,Barrington Middle Sch Station
340491270160001,Grayslake Central High School
34049900025201C,Prairie Crossing Charter School
340491270160002,Grayslake North High School
34049901025201C,LEARN Chtr  9 Campus in Waukegan
340491280160002,Libertyville High School
350500020262003,Serena Elem School
340491280160004,Vernon Hills High School
350500020262004,Sheridan Elem School
340491870260001,North Chicago Community High Sch
340491870261003,Neal Math Science Academy
34049187026202C,LEARN Chtr Sch 6 N Chicago Campus
34049187026203C,LEARN 10 Charter School
340492200260004,Barrington High School
350500440022001,Centennial Elem School
340492200261004,Barrington Mdle Sch- Prairie Cmps
340492200262001,Countryside Elem School
340492200262002,Hough Street Elem School
340492200262003,Sunny Hill Elem School
340492200262004,Grove Avenue Elem School
340492200262005,North Barrington Elem School
340492200262006,Roslyn Road Elem School
340492200262007,Arnett C Lines Elem School
340492200262009,Barbara B Rose Elem School
340492200262010,Barrington Early Learning Center
350500010260001,Leland High School
350500010262001,Leland Elem School
350500020260001,Serena High School
350500020262002,Harding Grade School
350500090260001,Earlville Jr/Sr High School
350500090262001,Earlville Elem School
350500400170001,Streator Twp High School
350500440021005,Northlawn Jr High School
350501200170001,La Salle-Peru Twp High School
350501220021006,Lincoln Jr High School
350501400170001,Ottawa Township High School
350501410021009,Shepherd Middle School
350501600170001,Seneca High School
350501700041001,Seneca Elem School South Campus
350502800170001,Mendota Twp High School
350502890041002,Northbrook School
350590050260001,Henry-Senachwine High School
350590050262001,Henry-Senachwine Grade School
350590070260001,Midland High School
350590070261001,Midland Middle School
350785350260002,Putnam County High School
350785350261001,Putnam County Jr High School
390550010260001,Argenta-Oreana High School
390550010261001,Argenta-Oreana Middle School
390550020260001,Maroa-Forsyth Senior High Sch
390550020261001,Maroa-Forsyth Middle School
390550020262003,Maroa-Forsyth Grade School
390550030260001,Mt Zion High School
390550030262005,Mt Zion Elem School
390550030262006,Mt Zion Intermediate School
390550090260001,Sangamon Valley High School
390550090261001,Sangamon Valley Middle School
390550090262001,Sangamon Valley East Elem School
390550090262002,Sangamon Valley West Elem School
390550110260001,Warrensburg-Latham High School
390550110261002,Warrensburg-Latham Middle Sch
390550110262001,Warrensburg-Latham Elem Sch
390550150260001,Meridian High School
390550150261001,Meridian Middle School
390550150262001,Meridian Elem School
390550610250036,Eisenhower High School
390550610251034,Stephen Decatur Middle School
390550610250038,MacArthur High School
390550610251030,Thomas Jefferson Middle School
390550610252004,Dennis Elem School
390550610252005,Durfee Magnet Elementary
390550610252007,Enterprise Elem School
390550610252009,Benjamin Franklin Elem School
390550610252010,Mary W French Academy
390550610252011,Garfield Montessori School
390550610252014,William Harris Elem School
390550610252016,Muffley Elem School
390550610252017,Oak Grove Accelerated School
390550610252019,Parsons Accelerated School
39055061025201C,Robertson Charter School
390550610252023,South Shores Elem School
390550610252025,Stevenson Accelerated School
390550610252031,Michael E Baum Elem School
390550610252032,Johns Hill Magnet School
390550610252034,Hope Academy
390740050260001,Bement High School
390740050261001,Bement Middle School
390740050262001,Bement Elementary School
390740250260001,Monticello High School
390740250261002,Monticello Middle School
390740250262002,Lincoln Elem School
390740250262005,White Heath Elem School
390740250262006,Washington School
390740570260001,Deland-Weldon High School
390740570261001,Deland-Weldon Middle School
390740570262002,Deland-Weldon Elem School
390741000260001,Cerro Gordo Jr and Sr High Sch
390741000262003,Cerro Gordo Elem School
400070400260001,Calhoun High School
400070400262001,Calhoun Elementary/ Jr High Sch
400070420260001,Brussels High School
400310010260003,Carrollton High School
400310010262001,Carrollton Grade School
400310030260001,North Greene Jr/Sr High Sch
400310030262002,North Greene Elem
400421000260001,Jersey Comm High School
400421000261002,Illini Middle School
400421000262006,Grafton Elem School
400421000262007,Jerseyville East Elem School
400421000262008,Jerseyville West Elem School
400560010260002,Carlinville High School
400560010261001,Carlinville Middle School
400560010262005,Carlinville Primary School
400560010262006,Carlinville Intermediate School
400560020260004,Northwestern High School
400560020261001,Northwestern Jr High School
400560020262005,Northwestern Elem School
400560050260001,Mt Olive High School
400560050262001,Mt Olive Elementary School
400560060260001,Staunton High School
400560060261001,Staunton Jr High School
400560060262001,Staunton Elem School
400560070260003,Gillespie High School
400560070261002,Gillespie Middle School
400560070262003,Ben-Gil Elementary School
400560080260001,Bunker Hill High School
400560080261001,Wolf Ridge Junior High School
400560080262003,Wolf Ridge Elementary
400560090260001,Southwestern High School
400560090261002,Southwestern Middle School
400560090262004,Medora Intermediate School
400560090262005,Shipman Elem School
400560090262006,Brighton North Primary School
400560340260001,North Mac High School
400560340262001,North Mac Intermediate
400560340262002,North Mac Elementary
410570010260001,Roxana Sr High School
410570010261001,Roxana Junior High School
410570010262004,Central Intermediate School
410570010262006,South Primary School
410570020260001,Triad High School
410570020261008,Triad Middle School
410570020262003,Marine Elem School
410570020262004,Silver Creek Elementary
410570020262005,St Jacob Elem School
410570020262008,C A Henning School
410570030262002,Venice Elem School
410570050260001,Highland High School
410570050261002,Highland Middle School
410570050262003,Highland Primary School
410570050262004,Alhambra Primary School
410570050262005,Grantfork Upper Elementary Sch
410570050262008,Highland Elementary  School
410570070260001,Edwardsville High School
410570070262003,Columbus Elem School
410570070261001,Liberty Middle School
410570070261002,Lincoln Middle School
410570070262004,LeClaire Elem School
410570070262005,Worden Elementary School
410570070262006,Glen Carbon Elem School
410570070262007,N O Nelson Elem School
410570070262008,Hamel Elementary School
410570070262009,Midway School
410570070262010,Woodland Elementary School
410570070262011,Goshen Elementary
410570070262012,Albert Cassens Elementary
410570080260001,Civic Memorial High School
410570080261002,Wilbur Trimpe Middle School
410570080262003,Bethalto East Primary School
410570080262007,Meadowbrook Intermediate Sch
410570080262009,Parkside Primary School
410570090260001,Granite City High School
410570090261003,Coolidge Junior High Sch
410570090261004,Grigsby Intermediate Sch
410570090262007,Frohardt Elem School
410570090262012,Maryville Elem School
410570090262013,Mitchell Elementary School
410570090262020,Wilson Elem School
410570090262022,Prather Elementary School
410570100260001,Collinsville High School
410570100261003,Collinsville Middle School
410570100262001,Webster Elementary School
410570100262006,Caseyville Elementary School
410570100262011,Kreitner Elem School
410570100262013,Jefferson Elem School
410570100262014,John A Renfro Elementary School
410570100262020,Summit Elementary School
410570100262022,Maryville Elem School
410570100262023,Twin Echo Elem School
410570100262024,Dorris Intermediate Sch
410570110260001,Alton High School
410570110261006,Alton Middle School
410570110262007,Eunice Smith Elem School
410570110262010,Gilson Brown Elem School
410570110262015,Lewis & Clark Elem School
410570110262024,Lovejoy Elem School
410570110262028,West Elementary School
410570110262029,East Elementary School
410570110262030,North Elementary School
410570120260001,Madison Senior High School
410570120261003,Madison Jr High School
410570120262008,Bernard Long Elem Sch
410570130021001,East Alton Middle School
410570140160001,East Alton-Wood River High Sch
410570150031001,Lewis-Clark Jr High School
440630120260002,Johnsburg High School
440630120261003,Johnsburg Jr High School
440630120262001,Johnsburg Elementary School
440630120262002,Ringwood School Primary Ctr
440630190240002,Alden-Hebron High School
440630190241001,Alden-Hebron Middle School
440630190242001,Alden Hebron Elem School
440630260041004,Cary Jr High School
440630500260001,Harvard High School
440630500261002,Harvard Jr High School
440630500262003,Jefferson Elem School
440630500262007,Crosby Elem Sch
440631540160001,Marengo High School
440631580221002,Heineman Middle School
440631550160001,Crystal Lake Central High School
440631580222003,Chesak Elementary School
440631550160002,Cary-Grove Community High School
440631580222006,Mackeben Elementary School
440631550160003,Crystal Lake South High School
440631650032002,Locust Elem School
440631550160004,Prairie Ridge High School
440631650032004,Ulysses S Grant Intermediate Sch
440631560160001,McHenry High School-West Campus
440631580222005,Martin Elementary School
440631560160002,McHenry  East High School
440631580222004,Leggee Elementary School
440631570160001,Richmond-Burton High School
440631580221003,Marlowe Middle School
440631580220002,Huntley High School
450670030261001,Valmeyer Jr High
440631580222007,Conley Elementary School
440631650031001,Marengo Comm Middle School
440632000260008,Woodstock High School
440632000262006,Westwood Elem School
440632000260009,Woodstock North High School
440632000262007,Olson Elementary School
440632000261006,Northwood Middle School
440632000261007,Creekside Middle School
440632000262003,Dean Street Elem School
440632000262004,Greenwood Elem School
440632000262008,Mary Endres Elementary School
440632000262009,Verda Dierzen Early Learning Ctr
440632000262010,Prairiewood Elem Sch
450670030260001,Valmeyer High School
450670030262001,Valmeyer Elementary School
450670040260001,Columbia High School
450670040261001,Columbia Middle School
450670040262001,Parkview Elementary School
450670040262003,Eagleview Elementary School
450670050260001,Waterloo High School
450670050261001,Waterloo Junior High School
450670050262003,W J Zahnow Elem School
450670050262004,Rogers Elem School
450670050262005,Gardner Elementary School
450791320260001,Red Bud High School
450791320262002,Red Bud Elem School
450791380260001,Steeleville High School
450791380262002,Steeleville Elem School
450791390260001,Chester High School
450791390262002,Chester Elem School
450791400260001,Sparta High School
450791400262002,Sparta-Lincoln Middle School
450791400262008,Evansville Attendance Center
470521700220001,Dixon High School
470521700221001,Reagan Middle School
470521700222003,Madison School
470521700222004,Jefferson Elem School
470521700222008,Washington Elem School
